date,variable,description,universe,usProp,usPropSE,usCount,usCountSE,ALProp,ALPropSE,ALCount,ALCountSE,AKProp,AKPropSE,AKCount,AKCountSE,AZProp,AZPropSE,AZCount,AZCountSE,ARProp,ARPropSE,ARCount,ARCountSE,CAProp,CAPropSE,CACount,CACountSE,COProp,COPropSE,COCount,COCountSE,CTProp,CTPropSE,CTCount,CTCountSE,DEProp,DEPropSE,DECount,DECountSE,DCProp,DCPropSE,DCCount,DCCountSE,FLProp,FLPropSE,FLCount,FLCountSE,GAProp,GAPropSE,GACount,GACountSE,HIProp,HIPropSE,HICount,HICountSE,IDProp,IDPropSE,IDCount,IDCountSE,ILProp,ILPropSE,ILCount,ILCountSE,INProp,INPropSE,INCount,INCountSE,IAProp,IAPropSE,IACount,IACountSE,KSProp,KSPropSE,KSCount,KSCountSE,KYProp,KYPropSE,KYCount,KYCountSE,LAProp,LAPropSE,LACount,LACountSE,MEProp,MEPropSE,MECount,MECountSE,MDProp,MDPropSE,MDCount,MDCountSE,MAProp,MAPropSE,MACount,MACountSE,MIProp,MIPropSE,MICount,MICountSE,MNProp,MNPropSE,MNCount,MNCountSE,MSProp,MSPropSE,MSCount,MSCountSE,MOProp,MOPropSE,MOCount,MOCountSE,MTProp,MTPropSE,MTCount,MTCountSE,NEProp,NEPropSE,NECount,NECountSE,NVProp,NVPropSE,NVCount,NVCountSE,NHProp,NHPropSE,NHCount,NHCountSE,NJProp,NJPropSE,NJCount,NJCountSE,NMProp,NMPropSE,NMCount,NMCountSE,NYProp,NYPropSE,NYCount,NYCountSE,NCProp,NCPropSE,NCCount,NCCountSE,NDProp,NDPropSE,NDCount,NDCountSE,OHProp,OHPropSE,OHCount,OHCountSE,OKProp,OKPropSE,OKCount,OKCountSE,ORProp,ORPropSE,ORCount,ORCountSE,PAProp,PAPropSE,PACount,PACountSE,RIProp,RIPropSE,RICount,RICountSE,SCProp,SCPropSE,SCCount,SCCountSE,SDProp,SDPropSE,SDCount,SDCountSE,TNProp,TNPropSE,TNCount,TNCountSE,TXProp,TXPropSE,TXCount,TXCountSE,UTProp,UTPropSE,UTCount,UTCountSE,VTProp,VTPropSE,VTCount,VTCountSE,VAProp,VAPropSE,VACount,VACountSE,WAProp,WAPropSE,WACount,WACountSE,WVProp,WVPropSE,WVCount,WVCountSE,WIProp,WIPropSE,WICount,WICountSE,WYProp,WYPropSE,WYCount,WYCountSE
Jul 2013,dataCapMostImportant,Data Cap is Most Important Factor for Home Internet Service,internetAtHome,0.007952,0.000638,724528,58470,0.010096,0.007776,12562,9671,0.018753,0.007215,4339,1647,0.020583,0.008333,35877,14549,0.003937,0.003877,2858,2834,0.015574,0.00269,165121,28574,0.006387,0.003425,10781,5853,0.015198,0.004767,17289,5468,0,0,0,0,0.010818,0.004873,2725,1232,0.005491,0.002108,32319,12438,0.008108,0.004561,22653,12843,0.005079,0.003844,1795,1378,0.005758,0.004236,2679,1967,0.003012,0.001703,11781,6722,0.005786,0.003217,10717,6018,0.006848,0.002868,6383,2729,0.004361,0.003014,3754,2597,0.002023,0.001756,2598,2282,0.007927,0.00546,9737,6608,0.017703,0.006317,7861,2836,0.006265,0.003256,10980,5703,0.006541,0.004785,13775,10067,0.015686,0.004845,43933,13706,0.003669,0.002125,6589,3799,0.012161,0.006656,9118,5080,0.005824,0.003515,10173,6105,0.004163,0.004181,1267,1283,0.003828,0.002689,2192,1520,0.002092,0.002254,1677,1800,0.002883,0.00211,1290,943,0.001864,0.001896,4691,4791,0,0,0,0,0.003399,0.001774,19407,10131,0.001916,0.001896,5161,5108,0.004581,0.002353,1054,544,0.007522,0.003309,26092,11669,0.007696,0.005084,7667,4995,0.004081,0.002713,5314,3692,0.007699,0.002743,29879,10666,0.006745,0.0039,2189,1267,0.017478,0.008038,22518,10191,0.001655,0.001796,416,450,0.014779,0.0061,25770,10694,0.008674,0.002719,59742,18922,0,0,0,0,0.002671,0.002792,556,581,0.004066,0.002518,10271,6241,0.006675,0.003583,15700,8421,0.009104,0.006895,4907,3755,0.009541,0.004215,16370,7050,0.010495,0.005267,1999,1007
Jul 2013,dialUpAtHome,Dial-up Internet Service Used at Home,internetAtHome,0.019072,0.000868,1737663,78919,0.052397,0.011075,65197,13552,0.021353,0.008279,4941,1873,0.010805,0.005737,18834,10099,0.03596,0.013039,26104,9298,0.022081,0.003071,234113,32339,0.012136,0.004007,20484,6718,0.01374,0.004499,15631,5085,0.012637,0.004781,3448,1301,0.050353,0.013314,12682,3394,0.005854,0.002221,34452,13076,0.019237,0.007393,53749,20419,0.016822,0.00532,5946,1903,0.015148,0.007592,7047,3521,0.029778,0.0053,116474,20650,0.014925,0.005815,27645,10832,0.02429,0.006209,22643,5680,0.014182,0.007236,12206,6200,0.033008,0.009407,42401,11860,0.009876,0.005759,12132,7046,0.03652,0.008216,16217,3655,0.011157,0.003445,19555,6005,0.005449,0.003259,11475,6899,0.011901,0.003474,33332,9734,0.019458,0.005545,34946,9870,0.023556,0.011075,17662,8242,0.0151,0.004518,26375,8061,0.015102,0.007458,4596,2325,0.018701,0.005914,10710,3460,0.025769,0.007593,20656,6140,0.008613,0.003582,3855,1612,0.01016,0.004008,25561,10154,0.031742,0.012328,16774,6654,0.022067,0.005455,125992,31559,0.015957,0.004988,42976,13559,0.011714,0.005332,2695,1258,0.016271,0.004297,56436,15055,0.032843,0.008558,32720,9061,0.022664,0.007499,29513,9338,0.017748,0.005585,68878,21866,0.020164,0.006825,6545,2240,0.022504,0.007106,28993,9216,0.021451,0.00951,5392,2376,0.023549,0.007956,41063,13637,0.014097,0.003531,97093,24452,0.009169,0.00505,7075,3843,0.021587,0.006138,4493,1262,0.028771,0.00695,72685,17747,0.030053,0.006859,70690,16129,0.031598,0.008265,17033,4502,0.026786,0.007555,45959,13038,0.018832,0.00674,3587,1285
Jul 2013,ispBundle,Home Internet is Part of a Bundle,internetAtHome,0.627729,0.003482,57193337,404312,0.542855,0.030166,675459,50591,0.592509,0.029696,137104,8658,0.630097,0.029418,1098276,74760,0.471431,0.033049,342226,33366,0.573485,0.012195,6080329,170391,0.611886,0.018547,1032846,35730,0.760836,0.018425,865529,29199,0.742167,0.017918,202517,7911,0.649348,0.022606,163551,8561,0.683789,0.013252,4024460,101442,0.575467,0.02299,1607864,79373,0.654335,0.026729,231280,12403,0.444931,0.023586,206992,14529,0.586026,0.019603,2292186,88962,0.620448,0.021969,1149212,59092,0.623779,0.023829,581486,26734,0.585859,0.027909,504225,25375,0.666857,0.025672,856621,38784,0.542355,0.033281,666260,51901,0.558384,0.021609,247950,10467,0.746549,0.014574,1308457,42297,0.822823,0.017897,1732928,63099,0.636961,0.019777,1783946,73910,0.660626,0.014651,1186493,34133,0.454304,0.037001,340633,27379,0.585787,0.029023,1023159,63104,0.53974,0.044647,164257,13852,0.629784,0.025659,360690,18318,0.543914,0.026517,436006,27670,0.751211,0.017099,336200,12268,0.782612,0.016932,1969007,64687,0.543047,0.041274,286968,21497,0.719871,0.012869,4110125,91723,0.603801,0.024381,1626178,82333,0.600079,0.02835,138070,6644,0.633911,0.017036,2198764,79573,0.497104,0.037772,495241,46999,0.587785,0.029266,765423,52147,0.714113,0.014426,2771337,84418,0.739661,0.018578,240087,9582,0.600721,0.024794,773948,35399,0.647556,0.023826,162766,6870,0.597789,0.024416,1042392,58912,0.566554,0.011835,3902141,117787,0.516858,0.024399,398855,22796,0.628985,0.023621,130898,5576,0.654304,0.017968,1653007,60635,0.594836,0.02857,1399157,62418,0.599593,0.027516,323215,19340,0.616934,0.023067,1058536,44688,0.567437,0.037746,108078,9091
Jul 2013,mobileAtHome,Mobile Internet Service Used at Home,internetAtHome,0.25065,0.003397,22837074,331186,0.285944,0.033832,355792,40871,0.291006,0.027946,67338,7085,0.179243,0.022228,312426,40746,0.334087,0.037323,242524,34469,0.261328,0.010064,2770708,119090,0.286162,0.014134,483034,27791,0.172315,0.016629,196026,20455,0.227317,0.019361,62029,5604,0.357641,0.024432,90079,6297,0.170576,0.012656,1003929,77426,0.358534,0.021576,1001751,68587,0.223907,0.023182,79142,8631,0.246203,0.024255,114540,12661,0.248237,0.016181,970956,67507,0.252084,0.03344,466917,60671,0.28142,0.024249,262339,25276,0.316783,0.035133,272642,28286,0.202484,0.019459,260103,25569,0.335838,0.051035,412563,67585,0.173148,0.015684,76886,7011,0.263375,0.01645,461611,29331,0.171086,0.019173,360320,41751,0.243263,0.019822,681311,59769,0.296498,0.02214,532514,44925,0.31283,0.031763,234557,26316,0.284661,0.028066,497200,48364,0.168304,0.022328,51220,6940,0.220586,0.020079,126334,13172,0.352265,0.024425,282379,20858,0.165727,0.015748,74170,7039,0.166908,0.018277,419932,47470,0.259654,0.035032,137211,21681,0.162794,0.011742,929478,68513,0.186391,0.023881,501996,66669,0.248833,0.02061,57253,5003,0.330299,0.018936,1145664,74979,0.297522,0.035175,296407,47703,0.265484,0.019335,345718,30852,0.269549,0.01501,1046068,62956,0.16646,0.017335,54031,5731,0.250833,0.024833,323165,34572,0.247313,0.020526,62163,5374,0.236985,0.029444,413241,57376,0.32118,0.014782,2212125,109082,0.179691,0.029428,138666,23240,0.131597,0.015826,27387,3349,0.307523,0.01902,776915,51992,0.267949,0.021,630261,54547,0.164027,0.019924,88420,11943,0.221868,0.019204,380681,35480,0.246515,0.047072,46953,9105
Jul 2013,mobilityMostImportant,Mobility is Most Important Factor for Home Internet Service,internetAtHome,0.022721,0.001028,2070189,93975,0.02983,0.012994,37117,16087,0.010028,0.006099,2320,1411,0.007993,0.004684,13932,8035,0.02983,0.008101,21654,5702,0.016667,0.002503,176708,26538,0.012534,0.003758,21156,6267,0.021421,0.005731,24369,6674,0.021773,0.006659,5941,1860,0.013225,0.005671,3331,1417,0.021957,0.004424,129229,26249,0.0434,0.009518,121259,26734,0.019957,0.00632,7054,2265,0.026872,0.009369,12501,4542,0.007786,0.002944,30453,11573,0.036373,0.00936,67371,17132,0.03532,0.009276,32925,8640,0.020477,0.008728,17624,7434,0.029087,0.008,37364,10200,0.064567,0.017185,79317,21364,0.00894,0.003934,3970,1750,0.020354,0.005018,35673,8923,0.006987,0.004031,14714,8501,0.022937,0.006196,64241,17605,0.025794,0.007115,46327,12916,0.023306,0.009885,17475,7442,0.025672,0.009934,44839,17838,0.023318,0.008883,7096,2752,0.037313,0.010171,21370,5778,0.016752,0.00684,13428,5531,0.012853,0.004417,5752,1964,0.01382,0.005082,34772,12748,0.014128,0.007158,7466,3850,0.021817,0.004237,124566,24557,0.032309,0.008518,87017,22323,0.028465,0.007618,6549,1807,0.022619,0.006459,78457,22324,0.041387,0.010317,41232,10145,0.016977,0.005503,22107,7292,0.0144,0.003834,55885,14951,0.003641,0.002519,1182,824,0.032676,0.010254,42099,13416,0.038367,0.009507,9644,2361,0.009778,0.004751,17051,8448,0.042557,0.00623,293113,44130,0.01432,0.006733,11050,5253,0.002159,0.002159,449,447,0.026181,0.005719,66143,14083,0.010874,0.00407,25576,9710,0.013624,0.004867,7344,2665,0.009262,0.0039,15892,6917,0.031919,0.016949,6080,3188
Jul 2013,reliabilityMostImportant,Reliability is Most Important Factor for Home Internet Service,internetAtHome,0.370774,0.003282,33781798,346743,0.357848,0.034145,445260,49240,0.441989,0.029208,102275,7775,0.42158,0.027913,734826,58693,0.321528,0.027082,233407,25088,0.345525,0.00981,3663404,117349,0.391621,0.019081,661044,41243,0.423742,0.019764,482049,25726,0.413408,0.021456,112808,7086,0.417021,0.0218,105035,6108,0.358991,0.016165,2112853,108385,0.377503,0.022454,1054750,71876,0.328999,0.022359,116288,8723,0.436864,0.026863,203239,14711,0.405762,0.017564,1587100,78057,0.337033,0.027316,624263,54188,0.391573,0.013528,365024,14404,0.414721,0.028129,356933,25893,0.341517,0.028143,438700,38156,0.403788,0.02551,496037,37531,0.392646,0.022119,174354,10243,0.373273,0.018306,654225,34711,0.450788,0.023299,949393,56412,0.358005,0.016746,1002670,54336,0.37113,0.015627,666554,35600,0.284544,0.024565,213349,20929,0.399081,0.02241,697051,41592,0.376143,0.031787,114471,10126,0.366379,0.019846,209832,14320,0.342018,0.027633,274164,23116,0.407426,0.017863,182341,8868,0.382196,0.022981,961582,66629,0.25667,0.027491,135635,17888,0.350838,0.015057,2003123,92633,0.383052,0.023021,1031650,69363,0.460977,0.036701,106065,9346,0.374764,0.016296,1299895,65707,0.413092,0.03433,411545,43542,0.393556,0.020943,512496,35322,0.346639,0.015034,1345241,68950,0.380109,0.022108,123380,7682,0.32204,0.026798,414905,37053,0.377456,0.02594,94875,6941,0.424282,0.029835,739840,60606,0.334236,0.012857,2302046,103265,0.277551,0.030232,214184,23580,0.391797,0.021989,81537,5144,0.385156,0.019012,973042,60484,0.443275,0.016274,1042659,45781,0.436615,0.028225,235361,18033,0.383603,0.025018,658186,58311,0.319499,0.026414,60854,5736
Jul 2013,satelliteAtHome,Satellite Internet Service Used at Home,internetAtHome,0.03948,0.001329,3597062,122387,0.038896,0.008364,48397,10339,0.040182,0.012689,9298,2858,0.065503,0.016971,114174,29027,0.054778,0.014845,39765,10765,0.034893,0.003886,369955,41625,0.050757,0.014088,85677,23528,0.024253,0.005803,27590,6595,0.038688,0.008888,10557,2417,0.027098,0.007257,6825,1855,0.014435,0.003616,84955,20951,0.054405,0.008995,152009,25795,0.026807,0.008607,9475,3091,0.091095,0.013143,42379,6359,0.038091,0.005488,148990,21682,0.048163,0.011051,89209,20931,0.08413,0.010703,78426,9444,0.062364,0.013704,53674,11852,0.05135,0.01401,65963,16999,0.051609,0.01181,63400,13712,0.040653,0.00832,18052,3787,0.021355,0.00631,37428,11028,0.01515,0.005773,31907,12200,0.040931,0.006994,114637,18757,0.039085,0.006906,70198,12707,0.057936,0.012416,43440,8878,0.044285,0.01059,77349,18734,0.062533,0.021515,19030,6505,0.042175,0.014512,24154,8203,0.034294,0.008497,27490,6779,0.026507,0.006147,11863,2783,0.013619,0.005866,34266,14860,0.044797,0.013012,23673,7040,0.024803,0.004395,141613,24885,0.030565,0.006406,82317,17011,0.03561,0.007741,8193,1813,0.047794,0.008808,165778,30654,0.056386,0.015082,56175,15799,0.041847,0.009337,54494,12702,0.033686,0.005888,130728,23196,0.023891,0.007178,7755,2314,0.051015,0.010534,65725,13576,0.046267,0.010751,11629,2688,0.038892,0.009863,67818,16464,0.050348,0.006417,346772,44937,0.036163,0.008528,27907,6547,0.03774,0.009473,7854,1963,0.056689,0.009195,143217,22991,0.051658,0.012677,121508,30512,0.038793,0.013946,20912,7741,0.053841,0.012851,92380,21450,0.052922,0.015376,10080,2860
Jul 2013,speedMostImportant,Service Speed is Most Important Factor for Home Internet Service,internetAtHome,0.296988,0.003118,27059034,283084,0.273686,0.03455,340539,43131,0.299184,0.024541,69230,6016,0.273512,0.02947,476739,55316,0.34856,0.037866,253031,28416,0.32197,0.010088,3413660,124760,0.299405,0.016243,505387,26422,0.248382,0.018569,282560,21601,0.235113,0.018374,64156,5448,0.307259,0.022561,77389,6562,0.333687,0.014735,1963925,94579,0.288266,0.019578,805419,55551,0.398646,0.024258,140905,9968,0.25867,0.026111,120339,12341,0.278762,0.014848,1090352,60558,0.337302,0.028702,624760,56691,0.27458,0.016679,255963,17230,0.287799,0.026022,247697,21689,0.198642,0.023708,255168,28623,0.228439,0.027758,280628,33976,0.293884,0.017122,130499,8472,0.309319,0.018046,542136,32499,0.281365,0.024375,592576,53211,0.237205,0.017654,664344,53622,0.286274,0.016244,514151,29451,0.34703,0.021115,260200,17372,0.284849,0.022551,497529,40372,0.290362,0.025616,88365,7133,0.275673,0.021698,157883,12169,0.310795,0.021657,249135,18950,0.304469,0.017715,136263,9318,0.269631,0.018702,678376,50221,0.361271,0.037379,190910,22825,0.288322,0.014699,1646184,88992,0.250008,0.015475,673329,44089,0.322084,0.034236,74107,8086,0.298453,0.0169,1035204,62575,0.291206,0.05107,290115,58985,0.302045,0.022214,393328,25979,0.314115,0.015056,1219021,62030,0.243283,0.020225,78967,7188,0.327513,0.025073,421957,33533,0.287338,0.022156,72224,5587,0.208207,0.018926,363060,38033,0.337276,0.011827,2322984,92604,0.35567,0.035825,274468,29017,0.321022,0.021296,66808,4768,0.331328,0.01542,837054,45538,0.293802,0.019489,691074,45895,0.233889,0.022804,126080,13184,0.256659,0.021164,440375,33627,0.328041,0.027678,62481,5473
Jul 2013,wiredHighSpeedAtHome,Wired High-Speed Internet Service Used at Home,internetAtHome,0.843481,0.002568,76850894,412449,0.772834,0.030382,961615,60174,0.855295,0.017444,197912,9281,0.831574,0.029142,1449457,90168,0.74642,0.029995,541849,32482,0.847265,0.008303,8983061,170481,0.86258,0.012513,1456009,45985,0.909298,0.011705,1034419,28072,0.891411,0.015362,243242,8576,0.886152,0.014096,223195,8886,0.903367,0.009712,5316795,119598,0.805905,0.02115,2251710,82940,0.897893,0.016156,317368,13790,0.75086,0.024001,349318,15094,0.846825,0.015301,3312276,99769,0.787868,0.023667,1459313,66502,0.787334,0.028293,733952,34555,0.804276,0.028502,692207,31785,0.858764,0.023194,1103137,53478,0.785524,0.029844,964984,55160,0.857647,0.015669,380837,10946,0.907396,0.011205,1590369,46999,0.932514,0.012384,1963946,58741,0.842571,0.014143,2359801,75881,0.842144,0.013764,1512501,39981,0.757493,0.033213,567961,26302,0.807877,0.015499,1411071,46982,0.827584,0.031554,251856,14633,0.836899,0.021024,479308,18384,0.712094,0.025135,570821,27388,0.921608,0.011291,412460,11945,0.930209,0.012192,2340354,70536,0.833757,0.034036,440590,26836,0.910065,0.008753,5196044,102000,0.839799,0.015938,2261778,68066,0.826814,0.026493,190239,8894,0.795313,0.015801,2758598,79008,0.773651,0.033053,770752,60414,0.826224,0.020049,1075923,64411,0.855534,0.010828,3320168,87713,0.897068,0.013317,291180,9284,0.829847,0.021204,1069146,47235,0.798108,0.020572,200608,7526,0.813455,0.019294,1418458,61278,0.789773,0.01272,5439561,138623,0.859228,0.022706,663060,28500,0.870597,0.015663,181180,5472,0.828522,0.014246,2093146,61704,0.84718,0.015769,1992713,50872,0.868797,0.017628,468332,19209,0.836164,0.018845,1434691,69732,0.796078,0.029999,151627,7722
Jul 2013,adultInternetUser,Ages 15+: Uses the Internet (Any Location),isAdult,0.743768,0.002347,185826084,586963,0.667431,0.02657,2561477,106665,0.820937,0.015689,452574,8561,0.675148,0.021867,3475474,114432,0.647728,0.022223,1493922,53792,0.738752,0.008313,22302692,253100,0.847974,0.010116,3485927,43361,0.812277,0.010838,2366287,30922,0.701948,0.016199,517155,11981,0.783427,0.017292,421429,9287,0.716901,0.010434,11393751,168140,0.750967,0.013348,5814639,113769,0.690783,0.019908,750770,21470,0.791713,0.01624,976401,20697,0.763113,0.011049,7772019,112600,0.74317,0.014792,3837204,75291,0.779473,0.017017,1906386,42486,0.802009,0.021496,1798328,49673,0.702595,0.022623,2432566,76773,0.675796,0.017694,2424534,65837,0.801205,0.013134,876302,14926,0.790431,0.0112,3727672,55732,0.795924,0.014034,4366337,79353,0.743499,0.012454,5890466,101358,0.838329,0.00861,3601439,38757,0.710276,0.022328,1680356,46857,0.760722,0.015281,3599576,72735,0.698725,0.024409,569035,20675,0.754424,0.014444,1095663,20492,0.713726,0.016032,1577404,36347,0.818611,0.01305,887587,14414,0.764882,0.016285,5444713,119752,0.712015,0.029269,1152014,48808,0.723098,0.009307,11476705,146414,0.721261,0.01578,5551810,121639,0.799766,0.013023,453042,7255,0.72467,0.011357,6688012,104926,0.685492,0.026915,2046098,84026,0.819564,0.024208,2607320,82893,0.747155,0.01009,7731610,106808,0.737569,0.015257,635405,13495,0.688263,0.021086,2583004,77681,0.767022,0.021814,500324,14985,0.705299,0.017564,3646923,92668,0.730804,0.010127,14635068,208445,0.811314,0.021254,1718464,46671,0.826602,0.013614,427371,7339,0.771728,0.011796,5016554,79967,0.835392,0.013066,4618182,71042,0.673182,0.020245,1016876,30406,0.75382,0.015459,3456547,67149,0.793466,0.013932,364670,6373
Jul 2013,internetAnywhere,Anyone in Household Uses Internet From Any Location,isHouseholder,0.820426,0.002385,100807317,384281,0.730418,0.025155,1475179,49367,0.895243,0.017835,249920,7720,0.774909,0.024037,1965782,75276,0.693729,0.021586,837711,32653,0.843751,0.007859,11438392,162686,0.903351,0.011329,1836010,47637,0.87984,0.011401,1256083,25181,0.809962,0.015554,292149,7993,0.82808,0.016967,268288,8522,0.812069,0.011058,6471535,112605,0.821391,0.016045,3214465,72233,0.807299,0.017938,377592,14161,0.852416,0.015778,504179,16897,0.831441,0.011604,4268358,82035,0.79754,0.018816,2085559,61254,0.876491,0.018606,1083092,22758,0.828022,0.018304,964730,22613,0.757567,0.022433,1397073,39928,0.762186,0.021142,1396848,39444,0.837208,0.01409,476585,12312,0.848404,0.012258,1906382,39608,0.852223,0.014423,2205565,57912,0.80611,0.014362,3117356,72285,0.896266,0.008708,1930120,33825,0.764281,0.018853,842559,23894,0.81466,0.017535,1979944,51507,0.797172,0.030514,338137,11647,0.827181,0.013495,633526,18630,0.809419,0.017307,906754,24638,0.882372,0.011996,479100,10377,0.854721,0.016616,2750485,70040,0.802812,0.033449,661157,31154,0.822042,0.009062,6303381,108961,0.790568,0.014009,3008034,64538,0.863068,0.014919,251519,7124,0.794906,0.011485,3724793,68558,0.731624,0.030597,1136630,56771,0.881367,0.021991,1398078,49324,0.800711,0.010739,4219258,79260,0.806099,0.017445,346707,8998,0.750935,0.020192,1496477,45995,0.813544,0.018254,275641,6968,0.760809,0.01979,2016481,58290,0.829579,0.010111,7956677,124052,0.900302,0.017573,869214,20343,0.872103,0.012144,231612,4979,0.868086,0.012115,2774926,77601,0.893758,0.012653,2505357,55808,0.746159,0.019681,589547,21418,0.793117,0.01479,1886278,64474,0.842484,0.015427,206090,5045
Jul 2013,internetAtHome,Anyone in Household Uses Internet at Home,isHouseholder,0.741517,0.002645,91111564,400595,0.616087,0.026209,1244271,48141,0.828889,0.024592,231396,9040,0.6871,0.025472,1743027,78827,0.601161,0.026153,725931,37023,0.782086,0.008835,10602426,166091,0.830513,0.011891,1687970,43367,0.796848,0.014787,1137602,27111,0.756518,0.018238,272873,8606,0.777403,0.017926,251869,8306,0.738535,0.012066,5885531,115003,0.713954,0.017497,2794015,72045,0.755701,0.018983,353459,13520,0.786554,0.024218,465224,16100,0.76191,0.014022,3911406,86199,0.708312,0.018595,1852230,56822,0.754381,0.019578,932199,22710,0.738699,0.025517,860659,22327,0.696558,0.023458,1284564,41479,0.670305,0.022848,1228458,46036,0.780053,0.015248,444049,11367,0.779998,0.013885,1752673,42337,0.813781,0.017649,2106076,59650,0.724231,0.015382,2800715,81110,0.833992,0.014214,1796013,40212,0.680131,0.020283,749790,23170,0.718665,0.0176,1746640,49195,0.717463,0.027423,304327,11122,0.747788,0.017174,572720,19251,0.71556,0.021683,801608,24998,0.824255,0.014753,447544,11338,0.781837,0.018181,2515944,70664,0.641659,0.037342,528440,32472,0.744596,0.010451,5709530,102858,0.707833,0.01509,2693236,64290,0.789524,0.019552,230087,6769,0.740226,0.012845,3468571,78478,0.641266,0.034688,996253,58225,0.820935,0.029611,1302217,60561,0.736482,0.013643,3880813,90805,0.754678,0.017551,324591,8816,0.646504,0.022118,1288365,44806,0.741864,0.016521,251355,5320,0.657907,0.022998,1743745,62474,0.718104,0.011285,6887495,130617,0.799293,0.024999,771692,23608,0.78361,0.015944,208110,4790,0.790327,0.017306,2526360,65944,0.83911,0.015023,2352171,52658,0.682257,0.019072,539058,20183,0.721438,0.01839,1715801,69826,0.778619,0.017564,190467,5727
Jul 2013,computerAtHome,"Anyone in Household Uses a Desktop, Laptop, or Tablet at Home",isHouseholder,0.720273,0.002774,88501287,393810,0.589831,0.034677,1191244,61867,0.802806,0.02372,224115,8738,0.678278,0.022599,1720649,70180,0.566754,0.018769,684383,28913,0.750079,0.009267,10168521,172025,0.820382,0.012833,1667380,43201,0.787021,0.015103,1123573,28278,0.724881,0.020099,261461,9152,0.766641,0.018321,248382,8440,0.717729,0.012085,5719718,119254,0.695892,0.018566,2723332,82948,0.695211,0.020848,325166,13299,0.747957,0.026796,442395,15950,0.738669,0.014021,3792095,87893,0.692248,0.020273,1810221,62959,0.764154,0.019973,944275,22977,0.742295,0.028562,864849,26303,0.635765,0.019573,1172452,33131,0.610478,0.02713,1118814,45620,0.762639,0.015456,434136,10800,0.767827,0.015137,1725324,43092,0.803319,0.018061,2079001,56747,0.720087,0.014456,2784688,73063,0.817868,0.013621,1761289,40579,0.628217,0.023005,692560,24337,0.702072,0.020744,1706311,57316,0.715683,0.034433,303572,13080,0.726166,0.018551,556159,20573,0.680036,0.02451,761812,27460,0.783884,0.015952,425624,11233,0.753606,0.020168,2425097,74763,0.627231,0.03938,516558,33264,0.720459,0.009894,5524453,98892,0.70304,0.017025,2675000,74834,0.754608,0.020335,219911,7372,0.72315,0.013578,3388556,79290,0.616596,0.030787,957927,50644,0.796116,0.028275,1262848,57631,0.715066,0.01323,3767962,88362,0.737972,0.01851,317405,8662,0.612775,0.020769,1221148,48650,0.703003,0.017516,238188,5758,0.655543,0.022204,1737479,59260,0.693552,0.012739,6652013,139856,0.802356,0.025708,774650,25256,0.783293,0.017634,208026,5237,0.764181,0.019057,2442784,67822,0.832365,0.016317,2333263,48696,0.663309,0.022261,524086,21881,0.714851,0.017461,1700136,65229,0.73704,0.024609,180296,7183
Jul 2013,noInternetAtHome,No One in Household Uses Internet at Home,isHouseholder,0.258483,0.002645,31760286,352413,0.383913,0.026209,775365,63241,0.171111,0.024592,47768,7065,0.3129,0.025472,793762,66593,0.398839,0.026153,481618,33543,0.217914,0.008835,2954172,126826,0.169487,0.011891,344473,24395,0.203152,0.014787,290026,23112,0.243482,0.018238,87823,7082,0.222597,0.017926,72119,6030,0.261465,0.012066,2083662,101980,0.286046,0.017497,1119425,77556,0.244299,0.018983,114264,10089,0.213446,0.024218,126247,16845,0.23809,0.014022,1222281,78073,0.291688,0.018595,762760,53904,0.245619,0.019578,303514,26580,0.261301,0.025517,304442,35254,0.303442,0.023458,559595,49903,0.329695,0.022848,604226,49540,0.219947,0.015248,125206,9137,0.220002,0.013885,494349,32500,0.186219,0.017649,481937,49594,0.275769,0.015382,1066442,62489,0.166008,0.014214,357500,31543,0.319869,0.020283,352631,26336,0.281335,0.0176,683754,46200,0.282537,0.027423,119844,13101,0.252212,0.017174,193165,13233,0.28444,0.021683,318645,28039,0.175745,0.014753,95424,8262,0.218163,0.018181,702047,63135,0.358341,0.037342,295113,32612,0.255404,0.010451,1958428,92985,0.292167,0.01509,1111667,62241,0.210476,0.019552,61338,6510,0.259774,0.012845,1217258,63496,0.358734,0.034688,557319,57125,0.179065,0.029611,284044,45850,0.263518,0.013643,1388577,76502,0.245322,0.01755,105514,8265,0.353496,0.022118,704452,50514,0.258136,0.016521,87460,6858,0.342093,0.022998,906700,69019,0.281896,0.011285,2703727,117326,0.200707,0.024999,193777,26019,0.21639,0.015944,57469,4756,0.209673,0.017306,670243,61691,0.16089,0.015023,451001,45666,0.317743,0.019072,251052,15083,0.278562,0.01839,662508,44060,0.221381,0.017564,54155,4513
